date,event_code,goldstein,num_mentions,avg_tone,actor1,actor2,location,latitude,longitude,source_url
2025-11-08,25,-0.3,1,1,,DIPLOMAT,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,13,0.4,7,7,ARMY,NEWS AGENCY,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-08,20,3.0,4,4,HUMAN RIGHTS GROUP,KORDOFAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,138,-7.0,2,2,ACTIVIST,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,193,-10.0,2,2,SUDANESE,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,193,-10.0,4,4,SUDANESE,CIVILIAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,110,-2.0,4,4,DARFUR,PARAMILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,120,-4.0,4,4,SUDANESE,SUDAN,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-08,186,-10.0,2,2,SUDAN,FIGHTER,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,10,0.0,3,3,KHARTOUM,NEWS AGENCY,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-08,356,7.0,5,5,CIVILIAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,80,5.0,5,5,CIVILIAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,70,7.0,2,2,AID GROUP,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,70,7.0,2,2,AID GROUP,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,42,1.9,2,2,SUDAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,40,1.0,10,10,EUROPEAN,ISRAEL,Sudan,,16.0,SU
2025-11-08,61,6.4,8,8,THE UN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,90,-2.0,4,4,SUDANESE,PARAMILITARY,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,51,3.4,6,4,FIGHTER,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,51,3.4,14,8,FIGHTER,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,111,-2.0,1,1,AUSTRALIA,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,110,-2.0,6,6,DEPUTY,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,311,5.2,1,1,NILE,,"Nile, Nahr an Nil, Sudan",37074,19.0,315437
2025-11-08,110,-2.0,10,10,EGYPT,ETHIOPIA,"Nile, Nahr an Nil, Sudan",37074,19.0,315437
2025-11-08,130,-4.4,5,5,ERITREAN,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,120,-4.0,1,1,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,112,-2.0,6,6,SOUTH SUDANESE,,Sudan,,16.0,SU
2025-11-08,20,3.0,2,2,MUSEVENI,NILE,"Nile, Nahr an Nil, Sudan",37074,19.0,315437
2025-11-08,100,-5.0,1,1,THE INTERNATIONAL COMMUNITY,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,130,-4.4,10,10,,CIVILIAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,51,3.4,5,5,,DISPLACED PERSON,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,202,-10.0,2,2,CIVILIAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,202,-10.0,5,5,CIVILIAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,40,1.0,2,2,EGYPT,ISRAEL,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,120,-4.0,3,3,EGYPT,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,75,7.0,2,2,ADMINISTRATION,AFRIKANERS,Sudan,,16.0,SU
2025-11-08,190,-10.0,5,5,PARAMILITARY,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,10,0.0,2,2,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,190,-10.0,5,5,,PARAMILITARY,"Omdurman, Al Khartum, Sudan",37069,15.6361,-16205
2025-11-08,40,1.0,2,2,,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,356,7.0,6,6,CIVILIAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,356,7.0,9,9,CIVILIAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,172,-5.0,18,18,CIVILIAN,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,10,0.0,5,5,UNITED NATIONS,,"Omdurman, Al Khartum, Sudan",37069,15.6361,-16205
2025-11-08,10,0.0,6,6,MILITARY OFFICIAL,CHINESE,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,171,-9.2,1,1,PARAMILITARY,SAUDI,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,70,7.0,18,18,AID GROUP,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-08,86,9.0,18,18,SUDAN,AID GROUP,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-08,10,0.0,6,6,SUDAN,THE ASSOCIATED PRESS,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-08,1246,-4.0,2,2,SUDANESE,AFRICA,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,10,0.0,3,3,KHARTOUM,KENYA,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,40,1.0,2,2,,DEPUTY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,130,-4.4,10,10,THE UN,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,20,3.0,2,2,SUDAN,MILITARY,Sudan,,16.0,SU
2025-11-08,22,3.2,10,10,UNHCR,COMMUNITY,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,181,-9.0,6,6,PARAMILITARY,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,13,0.4,10,10,ACTOR,MILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,60,6.0,5,5,UNITED NATIONS,POPULATION,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,26,4.0,5,5,THE UN,SUDANESE,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,10,0.0,1,1,REFUGEE,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,120,-4.0,2,2,SUDAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-08,1712,-9.2,5,5,SUDAN,HOSPITAL,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,110,-2.0,2,2,CANADA,THE US,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,12,-0.4,6,6,EUROPEAN COMMISSION,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,51,3.4,2,2,INTERNATIONAL COURT OF JUSTICE,KHARTOUM,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,12,-0.4,10,10,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,26,4.0,5,5,EGYPT,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,70,7.0,5,5,EGYPT,SUDANESE,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,192,-9.5,2,2,SUDAN,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,874,10.0,2,2,SUDANESE,AUTHORITIES,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,190,-10.0,3,3,CIVILIAN,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,51,3.4,5,5,ACTIVIST,RESIDENTS,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-08,130,-4.4,4,4,SUDAN,OMDURMAN,"Omdurman, Al Khartum, Sudan",37069,15.6361,-16205
2025-11-08,192,-9.5,5,5,ARMY,DARFUR,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-08,871,9.0,2,2,SUDANESE,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,172,-5.0,2,2,DARFUR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,130,-4.4,4,4,SOUTH SUDAN,SUDAN,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-08,60,6.0,5,5,UNITED STATES,SUDAN,"Heglig, Al Jazirah, Sudan",37030,14.883,-6965
2025-11-07,10,0.0,1,1,ARMY,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,71,7.4,10,10,SUDAN,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,51,3.4,10,10,DARFUR,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,13,0.4,10,10,SOUTH SUDAN,IMMIGRANT,Sudan,,16.0,SU
2025-10-09,40,1.0,1,1,EGYPT,EGYPT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-01,181,-9.0,8,8,REBEL,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,120,-4.0,8,8,,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,17,0.0,3,3,DEPUTY,MILITARY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,42,1.9,3,3,DEPUTY,MILITARY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,160,-4.0,2,2,EGYPTIAN,PRESIDENT,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,36,4.0,1,1,EGYPT,UNITED STATES,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,60,6.0,1,1,EGYPT,UNITED STATES,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,150,-7.2,8,8,EGYPT,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,256,-0.3,2,2,FRANCE,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,111,-2.0,2,2,SUDAN,CIVILIAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,181,-9.0,8,8,FIGHTER,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,841,7.0,2,2,SUDAN,EGYPT,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,163,-8.0,10,10,UNSC,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,30,4.0,10,10,SUDAN,,Sudan,,16.0,SU
2025-11-08,356,7.0,10,10,SUDAN,,Sudan,,16.0,SU
2025-11-08,10,0.0,10,10,SCHOOL,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,130,-4.4,2,2,ARMY,NILE,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-08,120,-4.0,2,2,COLORADO,SAUDI,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-10-09,192,-9.5,3,3,PARAMILITARY,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,90,-2.0,10,10,UNIVERSITY,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,871,9.0,10,10,DARFUR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,45,5.0,2,2,,EGYPT,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,13,0.4,4,4,AFRICA,THE ASSOCIATED PRESS,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,72,8.3,2,2,EGYPT,SUDANESE,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,10,0.0,3,3,ISLAMIC RELIEF,PORT SUDAN,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-08,80,5.0,4,4,SUDAN,,Sudan,,16.0,SU
2025-10-09,192,-9.5,6,6,FIGHTER,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,171,-9.2,2,2,,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,120,-4.0,10,10,SCHOOL,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,173,-5.0,10,10,GOVERNMENT,CITIZEN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,193,-10.0,2,2,SUDAN,,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-08,193,-10.0,2,2,KORDOFAN,HOSPITAL,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-08,25,-0.3,2,2,UNITED STATES,PARAMILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,163,-8.0,8,8,GENEVA,SUDAN,Sudan,,16.0,SU
2025-11-08,54,6.0,1,1,JAKARTA,ISRAEL,Sudan,,16.0,SU
2025-11-01,111,-2.0,10,10,EMIRATI,GOVERNMENT,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-01,30,4.0,10,10,EMIRATI,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,46,7.0,17,17,,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,62,7.4,6,6,,SUDANESE,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,1124,-2.0,28,28,ETHNIC GROUP,INTERNATIONAL COURT OF JUSTICE,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,170,-7.0,30,30,GOVERNMENT,REBEL,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,186,-10.0,3,3,HOSPITAL,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-08,42,1.9,30,30,MILITARY,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,13,0.4,2,2,INTERNATIONAL RESCUE COMMITTEE,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-08,203,-10.0,28,28,ACTIVIST,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,12,-0.4,12,12,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-08,43,2.8,30,30,SUDAN,MILITARY,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,110,-2.0,4,4,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-08,141,-6.5,8,8,OMAR AL BASHIR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,46,7.0,2,2,,AMERICAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,90,-2.0,1,1,SUDAN,,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,46,7.0,1,1,SUDAN,SUDAN,"Khartoum, Al Khartum, Sudan",37069,15.5881,-1987
2025-11-07,51,3.4,5,5,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,112,-2.0,2,2,SUDAN,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,112,-2.0,8,8,SUDAN,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,841,7.0,8,8,JERUSALEM,TANZANIAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-06,46,7.0,5,5,,ARMY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-06,46,7.0,5,5,ARMY,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,164,-7.0,1,1,,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-07,161,-4.0,10,10,EMBASSY,PORT SUDAN,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-07,181,-9.0,6,6,GOVERNMENT,SUDAN,"Port Sudan, Al Ba?r al A?mar, Sudan",37095,19.6158,-4213
2025-11-07,10,0.0,1,1,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,164,-7.0,1,1,SUDAN,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,202,-10.0,4,4,DARFUR,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,190,-10.0,5,5,DARFUR,CIVILIAN,"El Geneina, Gharb Darfur, Sudan",37134,13.45,-1936
2025-11-07,13,0.4,2,2,SUDAN,MEDIA,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,20,3.0,1,1,SUDAN,THE INTERNATIONAL COMMUNITY,Sudan,,16.0,SU
2025-10-08,192,-9.5,3,3,PARAMILITARY,DARFUR,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,130,-4.4,10,10,UNITED NATIONS,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2024-11-07,61,6.4,1,1,SUDAN,IRAQ,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,62,7.4,2,2,,MILITIA,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,202,-10.0,2,2,CIVILIAN,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,190,-10.0,1,1,ISRAEL,TERRORIST,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,130,-4.4,10,10,KORDOFAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-07,172,-5.0,4,4,SUDAN,CIVILIAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,141,-6.5,4,4,SUDAN,SCHOOL,"Nile, Nahr an Nil, Sudan",37074,19.0,315437
2025-11-07,20,3.0,10,10,THE INTERNATIONAL COMMUNITY,,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,12,-0.4,8,8,THE US,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,10,0.0,3,3,PRESIDENT,,Sudan,,16.0,SU
2025-11-07,120,-4.0,6,6,PRESIDENT,,Sudan,,16.0,SU
2025-11-06,356,7.0,8,8,PARAMILITARY,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,193,-10.0,2,2,CIVILIAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,190,-10.0,2,2,EGYPT,SUDAN,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-07,130,-4.4,8,8,DOCTORS WITHOUT BORDERS,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,51,3.4,1,1,SAUDI ARABIA,IRAN,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-07,871,9.0,2,2,SUDAN,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,120,-4.0,1,1,SUDANESE,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,10,0.0,2,2,SUDAN,EGYPT,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-07,51,3.4,1,1,SUDAN,KUWAIT,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,25,-0.3,2,2,UNITED STATES,PARAMILITARY,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,70,7.0,10,10,GHANA,JAMAICA,Sudan,,16.0,SU
2025-11-07,10,0.0,10,10,UNITED NATIONS,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,51,3.4,1,1,SUDAN,SUDAN,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-07,111,-2.0,1,1,AUSTRALIA,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,110,-2.0,3,3,DEPUTY,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,130,-4.4,5,5,ERITREAN,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,12,-0.4,2,2,INTERNATIONAL CRIMINAL COURT,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,1821,-9.0,2,2,INTERNATIONAL CRIMINAL COURT,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,112,-2.0,2,2,SUDAN,,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-07,42,1.9,8,8,KORDOFAN,TURK,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,43,2.8,8,8,TURK,KORDOFAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,100,-5.0,1,1,THE INTERNATIONAL COMMUNITY,,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-08,43,2.8,6,6,CIVILIAN,MILITARY BASE,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-10-08,42,1.9,6,6,MILITARY BASE,CIVILIAN,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-07,57,8.0,1,1,,SUDAN,Sudan,,16.0,SU
2025-11-07,80,5.0,8,8,SUDAN,HASSAN,"Kadugli, Janub Kurdufan, Sudan",37149,11.0167,-8137
2025-11-07,120,-4.0,2,2,COMMANDER,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,356,7.0,3,3,REBEL,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,871,9.0,2,2,SUDAN,,"El-Obeid, Shamal Kurdufan, Sudan",37087,13.1833,-2236
2025-11-07,10,0.0,2,2,,SUDAN,"Tawila, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-07,80,5.0,2,2,,SUDAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,193,-10.0,10,10,CIVILIAN,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,20,3.0,10,10,ENVOY,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,193,-10.0,5,5,ENVOY,,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,13,0.4,4,4,FOREIGN AFFAIRS MINIST,SUDAN,Sudan,,16.0,SU
2025-11-07,190,-10.0,2,2,SAUDI ARABIA,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,25,-0.3,8,8,SUDANESE,MEDECINS SANS FRONTIERES,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,181,-9.0,10,10,FIGHTER,CIVILIAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,10,0.0,10,10,SCHOOL,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,90,-2.0,10,10,UNIVERSITY,,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,120,-4.0,10,10,SCHOOL,,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,10,0.0,8,8,MILITARY OFFICIAL,SUDAN,"Atbara, Nahr an Nil, Sudan",37096,17.6925,-3011
2025-11-07,192,-9.5,2,2,ARMY,DARFUR,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,12,-0.4,3,3,DOCTORS WITHOUT BORDERS,SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,60,6.0,10,10,DOCTORS WITHOUT BORDERS,SUDAN,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,172,-5.0,8,8,SUDAN,CIVILIAN,"Fasher, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,130,-4.4,5,5,KORDOFAN,TURK,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,20,3.0,10,10,SUDAN,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,186,-10.0,5,5,CIVILIAN,MILITIA,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,190,-10.0,7,7,WORKER,,"Tawilah, Shamal Darfur, Sudan",37080,13.5,-15004
2025-11-07,46,7.0,5,5,,SUDAN,Sudan,,16.0,SU
2025-11-07,161,-4.0,10,10,EMBASSY,PORT SUDAN,Sudan,,16.0,SU
2025-11-07,17,0.0,3,3,DEPUTY,MILITARY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,42,1.9,3,3,DEPUTY,MILITARY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,43,2.8,3,3,MILITARY,DEPUTY,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,193,-10.0,2,2,SUDAN,,"Fashir, Kassala, Sudan",68803,15.0667,-5808
2025-11-07,112,-2.0,2,2,,MALE,Sudan,,16.0,SU
2025-11-07,111,-2.0,2,2,,SUDAN,"El-Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,46,7.0,3,3,,SUDAN,"El Fasher, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,40,1.0,5,5,,REUTERS,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,80,5.0,1,1,CIVILIAN,FIGHTER,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
2025-11-07,161,-4.0,10,10,EMBASSY,PORT SUDAN,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,181,-9.0,4,4,GOVERNMENT,MILITIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,13,0.4,1,1,SUDAN,HOSPITAL,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,193,-10.0,1,1,KORDOFAN,HOSPITAL,"Kordofan, Shamal Kurdufan, Sudan",37089,13.0833,-9440
2025-11-07,13,0.4,2,2,SUDAN,MEDIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,84,7.0,10,10,SUDAN,MILITIA,"Darfur, Gharb Darfur, Sudan",37140,13.5,-17505
2025-11-07,30,4.0,8,8,SUDANESE,SUDANESE,"Al-Fashir, Shamal Darfur, Sudan",37080,13.6333,-1684
