objectid,adm0_name,adm0_iso3,adm0_m49,adm1_name,adm1_pcode,adm2_pcode,adm2_name,adm_name,adm_pcode,adm_level,round,coll_start_date,coll_end_date,coll_mid_date,surveys,tot_crop_producers,tot_ls_producers,tot_fish_producers,hh_agricactivity_1,hh_agricactivity_2,hh_agricactivity_3,hh_agricactivity_4,hh_agricactivity_888,hh_agricactivity_999,resp_isfishproducer_1,resp_iscropproducer_1,resp_islsproducer_1,ls_salesmain_1,ls_salesmain_2,ls_salesmain_3,ls_salesmain_4,ls_salesmain_5,ls_salesmain_6,ls_salesmain_7,ls_salesmain_8,ls_salesmain_9,ls_salesmain_10,ls_salesmain_11,ls_salesmain_888,ls_salesmain_999,ls_main_1,ls_main_2,ls_main_3,ls_main_4,ls_main_5,ls_main_6,ls_main_7,ls_main_8,ls_main_666,ls_main_888,ls_main_999,ls_num_increased_1,ls_num_decreased_1,ls_num_no_change_1,ls_num_dec_consumed_1,ls_num_dec_death_1,ls_num_dec_escape_stolen_1,ls_num_dec_poor_health_1,ls_num_dec_sales_distress_1,ls_num_dec_sales_good_price_1,ls_num_inc_dec_dk_1,ls_num_inc_dec_other_1,ls_num_inc_dec_ref_1,ls_num_inc_less_sales_1,ls_num_inc_more_acquired_1,ls_num_inc_more_birth_1,ls_num_inc_received_free_1,ls_feed_common_pasture_1,ls_feed_dk_1,ls_feed_free_dist_1,ls_feed_open_pasture_1,ls_feed_other_1,ls_feed_purchased_1,ls_feed_ref_1,ls_feed_self_produced_1,ls_proddif_0,ls_proddif_1,ls_proddif_888,ls_proddif_999,ls_proddif_access_credit_1,ls_proddif_access_labour_1,ls_proddif_access_market_1,ls_proddif_access_pasture_1,ls_proddif_access_water_1,ls_proddif_diseases_1,ls_proddif_dk_1,ls_proddif_feed_purchase_1,ls_proddif_other_1,ls_proddif_ref_1,ls_proddif_theft_1,ls_proddif_vet_input_1,ls_proddif_vet_serv_1,ls_salesdif_0,ls_salesdif_1,ls_salesdif_888,ls_salesdif_999,ls_salesdif_competition_1,ls_salesdif_damage_losses_1,ls_salesdif_dk_1,ls_salesdif_low_demand_1,ls_salesdif_low_price_1,ls_salesdif_marketing_cost_1,ls_salesdif_other_1,ls_salesdif_pay_delay_1,ls_salesdif_processing_1,ls_salesdif_ref_1,ls_salesdif_slaughterhouse_1,ls_salesprice_1,ls_salesprice_2,ls_salesprice_3,ls_salesprice_4,ls_salesprice_5,ls_salesprice_888,ls_salesprice_999,fish_main_coastal_1,fish_main_offshore_sea_1,fish_main_freshwater_1,fish_main_aquaculture_1,fish_main_dk_1,fish_main_ref_1,fish_change_1,fish_change_2,fish_change_3,fish_change_4,fish_change_5,fish_change_888,fish_change_999,fish_proddif_0,fish_proddif_1,fish_proddif_888,fish_proddif_999,fish_proddif_access_area_1,fish_proddif_damage_equip_1,fish_proddif_dk_1,fish_proddif_find_fish_1,fish_proddif_fuel_1,fish_proddif_infrastructure_1,fish_proddif_input_access_1,fish_proddif_labour_1,fish_proddif_other_1,fish_proddif_pests_1,fish_proddif_ref_1,fish_inputdif_bait_feed_1,fish_inputdif_dk_1,fish_inputdif_fingerling_1,fish_inputdif_fuel_1,fish_inputdif_gear_1,fish_inputdif_ice_1,fish_inputdif_labour_1,fish_inputdif_other_1,fish_inputdif_ref_1,fish_inputdif_repairs_1,fish_salesmain_1,fish_salesmain_2,fish_salesmain_3,fish_salesmain_4,fish_salesmain_666,fish_salesmain_888,fish_salesmain_999,fish_salesdif_0,fish_salesdif_1,fish_salesdif_888,fish_salesdif_999,fish_saledif_competition_1,fish_saledif_damage_losses_1,fish_saledif_dk_1,fish_saledif_low_demand_1,fish_saledif_low_prices_1,fish_saledif_marketing_cost_1,fish_saledif_other_1,fish_saledif_pay_delay_1,fish_saledif_processing_1,fish_saledif_ref_1,fish_salesprice_1,fish_salesprice_2,fish_salesprice_3,fish_salesprice_4,fish_salesprice_5,fish_salesprice_888,fish_salesprice_999,hh_age_median,hh_age_wmean,hh_age_stddev,hh_age_ci_low,hh_age_ci_high,hh_size_median,hh_size_wmean,hh_size_stddev,hh_size_ci_low,hh_size_ci_high,tot_income_median,tot_income_wmean,tot_income_stddev,tot_income_ci_low,tot_income_ci_high,ls_num_diff_median,ls_num_diff_wmean,ls_num_diff_stddev,ls_num_diff_ci_low,ls_num_diff_ci_high,ls_num_lastyr_median,ls_num_lastyr_wmean,ls_num_lastyr_stddev,ls_num_lastyr_ci_low,ls_num_lastyr_ci_high,ls_num_now_median,ls_num_now_wmean,ls_num_now_stddev,ls_num_now_ci_low,ls_num_now_ci_high
746,Yemen,YEM,887,Hadramawt,YE19,,,Hadramawt,YE19,1,5,1/26/2023 12:00:00 AM,2/5/2023 12:00:00 AM,1/31/2023 12:00:00 AM,115,,,,4.5588,26.7521,22.3534,46.3359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
747,Yemen,YEM,887,Hajjah,YE17,,,Hajjah,YE17,1,5,1/25/2023 12:00:00 AM,1/29/2023 12:00:00 AM,1/27/2023 12:00:00 AM,121,,,,14.1707,16.4591,35.3076,34.0635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
748,Yemen,YEM,887,Ibb,YE11,,,Ibb,YE11,1,5,1/25/2023 12:00:00 AM,1/28/2023 12:00:00 AM,1/26/2023 12:00:00 AM,121,,,,11.2843,10.3406,23.0806,55.2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
749,Yemen,YEM,887,Lahj,YE25,,,Lahj,YE25,1,5,1/25/2023 12:00:00 AM,1/31/2023 12:00:00 AM,1/28/2023 12:00:00 AM,116,,,,5.5761,25.8967,43.4072,25.1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
750,Yemen,YEM,887,Ma'rib,YE26,,,Ma'rib,YE26,1,5,1/25/2023 12:00:00 AM,2/3/2023 12:00:00 AM,1/29/2023 12:00:00 AM,125,,,,5.6889,15.3449,30.2344,48.7335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
751,Yemen,YEM,887,Raymah,YE31,,,Raymah,YE31,1,5,1/25/2023 12:00:00 AM,2/3/2023 12:00:00 AM,1/29/2023 12:00:00 AM,126,,,,4.8279,13.1552,45.4862,36.5287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
752,Yemen,YEM,887,Sa'dah,YE22,,,Sa'dah,YE22,1,5,1/25/2023 12:00:00 AM,2/2/2023 12:00:00 AM,1/29/2023 12:00:00 AM,112,,,,8.9266,21.3015,35.9133,33.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
753,Yemen,YEM,887,Sana'a,YE23,,,Sana'a,YE23,1,5,1/25/2023 12:00:00 AM,1/31/2023 12:00:00 AM,1/28/2023 12:00:00 AM,118,,,,14.5521,9.1893,23.5809,52.6779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
754,Yemen,YEM,887,Sana'a City,YE13,,,Sana'a City,YE13,1,5,1/25/2023 12:00:00 AM,2/2/2023 12:00:00 AM,1/29/2023 12:00:00 AM,112,,,,1.0448,6.9309,2.6169,89.4064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
755,Yemen,YEM,887,Shabwah,YE21,,,Shabwah,YE21,1,5,1/26/2023 12:00:00 AM,2/3/2023 12:00:00 AM,1/30/2023 12:00:00 AM,123,,,,3.1306,29.1013,35.1174,32.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
756,Yemen,YEM,887,Socotra,YE32,,,Socotra,YE32,1,5,1/30/2023 12:00:00 AM,2/3/2023 12:00:00 AM,2/1/2023 12:00:00 AM,118,,,,3.0654,32.0375,44.9428,19.9556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
757,Yemen,YEM,887,Ta'iz,YE15,,,Ta'iz,YE15,1,5,1/25/2023 12:00:00 AM,2/5/2023 12:00:00 AM,1/30/2023 12:00:00 AM,111,,,,11.1075,16.2732,32.4128,40.2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,
758,Somalia,SOM,706,Awdal,SO11,,,Awdal,SO11,1,5,12/13/2022 12:00:00 AM,1/15/2023 12:00:00 AM,12/29/2022 12:00:00 AM,143,58,89,0,25.2274,48.0052,14.7974,11.9696,,,,40.0248,62.8026,9.3024,72.0936,4.6512,,,,,6.9768,,2.3256,,4.6512,,6.9036,74.6878,9.2048,,,,1.1506,3.4518,4.6024,,,6.104,93.8944,1.7006,13.2066,64.9836,2.3012,85.6944,17.2084,20.1102,1.1506,13.8072,,1.1506,2.3012,6.9036,3.4518,9.2048,1.1506,,86.1938,,6.9036,,12.056,24.7126,75.2884,,,4.5849,9.1698,7.6415,90.9002,80.9326,40.4663,,23.655,15.283,,7.6415,35.8814,40.4663,34.146,65.853,,,18.5185,14.8148,,59.2592,66.6666,11.1111,14.8148,48.1481,14.8148,,7.4074,2.439,2.439,12.195,39.024,43.902,,,50,50,,,,,,,,,100,,,50,50,,,,,,100,100,100,100,,,,,100,,,100,,,,,,100,100,,,,,,,50,50,,,,100,,,,,,,100,,,50,,,50,,,2,2.51249171296344,0.64631246795932,2.40439698550366,2.62058644042323,9,8.96362493204936,2.98377097487265,8.4645940045637,9.46265585953503,,,0,,,-27.5,-46.1532236339494,52.6931673428659,-57.6518154413617,-34.6546318265371,50,68.7470677355559,58.4791410855336,56.0611608870293,81.4329745840825,17,23.076290828465,21.9113397122244,18.378006436352,27.7745752205779
759,Somalia,SOM,706,Bakool,SO25,,,Bakool,SO25,1,5,12/11/2022 12:00:00 AM,1/15/2023 12:00:00 AM,12/28/2022 12:00:00 AM,163,109,42,0,57.0219,16.6764,8.4966,17.8015,,,,65.5185,25.173,,99.9998,,,,,,,,,,,,9.6436,83.123,4.8218,,,,2.4109,,,,,12.6655,84.8031,9.6436,7.2327,51.7813,2.4109,73.4794,14.4654,16.8763,,,,2.4109,7.2327,12.0545,2.4109,4.8218,,2.4109,83.123,2.4109,7.2327,,4.8218,36.1635,63.8358,,,3.7767,15.1068,7.5534,81.116,66.0092,43.349,,33.9903,,,3.7767,35.7956,47.1257,35.3856,64.6142,,,18.2548,,,36.5096,81.7452,26.9808,,36.5096,26.9808,,,11.7952,11.7952,11.7952,52.819,11.7952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.42336063938459,0.586953713194854,2.33141311348077,2.51530816528842,9,9.09470843044532,3.11313157483498,8.6009336440509,9.58848321683975,,,0,,,-24.5,-39.5749507548936,46.4499997414222,-54.2637304046062,-24.8861711051809,39,56.0033421399729,54.1563477832093,38.8776012648577,73.1290830150882,12.5,16.84169996235,16.7633923257664,11.6684047771608,22.0149951475391
760,Somalia,SOM,706,Bari,SO16,,,Bari,SO16,1,5,12/13/2022 12:00:00 AM,1/14/2023 12:00:00 AM,12/29/2022 12:00:00 AM,157,34,93,0,17.6787,53.2421,4.4122,24.6635,,,,22.0909,57.6543,2.9526,81.0018,1.4114,,,,,10.2692,,,,4.364,,2.3628,88.8057,,,,,2.3628,4.1089,2.3628,,,1.5223,93.9143,1.7461,17.0523,57.6286,11.0933,86.4949,20.5965,10.5806,,,,2.3628,2.3628,2.9275,5.2903,8.8345,1.7461,5.2903,71.8054,7.6531,22.2906,,2.9275,24.0367,75.9663,,,6.1524,8.5194,12.3732,82.9638,72.0774,41.0418,,18.594,4.6656,,3.8538,27.045,34.821,20.0002,80.0008,,,11.5776,23.1552,,28.8591,42.2814,49.9998,7.7184,24.9999,21.1407,,9.5631,6.1748,9.2622,,64.6996,19.8644,,,40.355,59.6451,,,,,,,,100.0001,,,,,100.0001,,,,40.355,,80.71,40.355,40.355,,,19.2901,40.355,,,,,,,,,,,,59.6451,40.355,,,,,,,100.0001,,,19.2901,,,40.355,40.355,40.355,,,,,19.2901,,,80.71,,,,2,2.40488171198931,0.575615910548299,2.31300341024941,2.49676001372921,10,9.61870333769606,2.89778547321367,9.15015919705134,10.0872474783408,,,0,,,-28,-46.680063350557,50.7839091308737,-58.56767731812,-34.792449382994,50,66.1581299578136,60.4251198953816,52.2956567327979,80.0206031828292,10,18.6681241451867,18.7841012894692,14.5444781899668,22.7917701004066
